Zone,MAE_Scaled,MAE_gCO2_kWh,MAPE_Robust,Train_Size,Val_Size,Test_Size
DE,0.3644142150878906,55.02655598706161,695.1773864275052,2136,1068,1069
US-MIDA-PJM,0.23888128995895386,13.616236455647938,472.67480721249024,2136,1068,1069
US-NW-PACW,0.05811772868037224,3.312711681797747,7.48454122407783,2136,1068,1069
IE,0.4699605107307434,52.16562277838788,76.73794125493126,2136,1068,1069
SG,0.29668867588043213,16.9112579100668,157.66586472352856,2136,1068,1069
BE,0.14848540723323822,7.869726642850109,19.905964549739533,2136,1068,1069
US-MIDW-MISO,0.13001206517219543,14.691359545829922,16.03391379872688,2136,1068,1069
JP-TK,0.5687777996063232,176.32109497208293,59.22279747503578,2136,1068,1069
