datetime,carbon_normalized,hour_sin,hour_cos,month_sin,month_cos,is_weekend,is_night,day_of_week,time_of_day,carbon_lag_1_normalized,carbon_lag_24_normalized,carbon_lag_168_normalized,carbon_rolling_mean_24_normalized,renewable_pct_normalized,renewable_lag_1_normalized,renewable_lag_3_normalized,renewable_rolling_mean_6_normalized,solar_normalized,solar_lag_1_normalized,wind_normalized,wind_lag_1_normalized,coal_normalized,gas_normalized,fossil_pct_normalized,fossil_lag_1_normalized,clean_pct_normalized,nuclear_normalized,hydro_normalized
2025-11-18 16:00:00+00:00,0.0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0,0,1,2,0.0,,,0.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 17:00:00+00:00,0.16666666666666607,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0,0,1,2,0.0,,,0.1160714285714306,0.8571428571428571,0.9999999999999999,0.9999999999999999,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 18:00:00+00:00,0.44444444444444464,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0,0,1,2,0.16666666666666607,,,0.28373015873015817,0.5714285714285714,0.8571428571428571,0.9999999999999999,0.7948717948717949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 19:00:00+00:00,0.5833333333333339,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0,0,1,3,0.44444444444444464,,,0.4159226190476204,0.4285714285714285,0.5714285714285714,0.9999999999999999,0.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 20:00:00+00:00,0.7222222222222214,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0,1,1,3,0.5833333333333339,,,0.5339285714285715,0.2857142857142857,0.4285714285714285,0.8571428571428571,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 21:00:00+00:00,0.9166666666666661,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,0,1,1,3,0.7222222222222214,,,0.6577380952380949,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 22:00:00+00:00,1.0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,0,1,1,3,0.9166666666666661,,,0.762755102040817,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.4102564102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18 23:00:00+00:00,0.9722222222222214,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,0,1,1,3,1.0,,,0.8366815476190474,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.30769230769230765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 00:00:00+00:00,0.9166666666666661,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,1,2,0,0.9722222222222214,,,0.8855820105820129,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 01:00:00+00:00,0.9722222222222214,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,0,1,2,0,0.9166666666666661,,,0.9324404761904752,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 02:00:00+00:00,1.0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,1,2,0,0.9722222222222214,,,0.9742965367965368,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.25641025641025644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 03:00:00+00:00,0.8611111111111107,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,0,1,2,0,1.0,,,0.9930555555555571,0.14285714285714285,0.2857142857142857,0.4285714285714285,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 04:00:00+00:00,0.7777777777777768,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0,1,2,0,0.8611111111111107,,,1.0,0.0,0.14285714285714285,0.2857142857142857,0.17948717948717946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 05:00:00+00:00,0.5,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0,1,2,0,0.7777777777777768,,,0.9783163265306101,0.14285714285714285,0.0,0.2857142857142857,0.1538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 06:00:00+00:00,0.2777777777777768,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,2,0,0.5,,,0.9388888888888864,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.10256410256410253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 07:00:00+00:00,0.19444444444444464,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0,0,2,1,0.2777777777777768,,,0.8971354166666679,0.14285714285714285,0.14285714285714285,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 08:00:00+00:00,0.25,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0,0,2,1,0.19444444444444464,,,0.8648459383753497,0.0,0.14285714285714285,0.14285714285714285,0.025641025641025605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 09:00:00+00:00,0.30555555555555536,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0,0,2,1,0.25,,,0.8404431216931201,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 10:00:00+00:00,0.5277777777777768,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,0,0,2,1,0.30555555555555536,,,0.8348997493734345,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19 11:00:00+00:00,0.2777777777777768,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,0,0,2,1,0.5277777777777768,,,0.8125,0.4285714285714285,0.0,0.0,0.05128205128205132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
