datetime,zone,carbon,updatedAt,createdAt,emissionFactorType,isEstimated,estimationMethod,hour,dayofweek
2025-09-18 08:00:00+00:00,JP-TK,592,2025-10-01T17:31:48.069Z,2025-09-17T01:40:57.990Z,lifecycle,True,MODE_BREAKDOWN,8,3
2025-09-18 09:00:00+00:00,JP-TK,595,2025-10-01T17:31:48.058Z,2025-09-17T01:40:45.236Z,lifecycle,True,MODE_BREAKDOWN,9,3
2025-09-18 10:00:00+00:00,JP-TK,595,2025-10-01T17:31:48.058Z,2025-09-17T01:40:45.236Z,lifecycle,True,MODE_BREAKDOWN,10,3
2025-09-18 11:00:00+00:00,JP-TK,594,2025-10-01T17:31:48.069Z,2025-09-17T01:40:22.028Z,lifecycle,True,MODE_BREAKDOWN,11,3
2025-09-18 12:00:00+00:00,JP-TK,593,2025-10-01T17:31:48.069Z,2025-09-17T01:40:22.028Z,lifecycle,True,MODE_BREAKDOWN,12,3
2025-09-18 13:00:00+00:00,JP-TK,592,2025-10-01T17:31:48.058Z,2025-09-17T01:40:22.028Z,lifecycle,True,MODE_BREAKDOWN,13,3
2025-09-18 14:00:00+00:00,JP-TK,591,2025-10-01T17:31:48.041Z,2025-09-17T01:40:45.236Z,lifecycle,True,MODE_BREAKDOWN,14,3
2025-09-18 15:00:00+00:00,JP-TK,591,2025-10-01T17:31:48.058Z,2025-09-17T01:40:57.990Z,lifecycle,True,MODE_BREAKDOWN,15,3
2025-09-18 16:00:00+00:00,JP-TK,589,2025-10-01T17:31:48.041Z,2025-09-17T01:40:57.990Z,lifecycle,True,MODE_BREAKDOWN,16,3
2025-09-18 17:00:00+00:00,JP-TK,590,2025-10-01T17:31:48.058Z,2025-09-18T01:41:26.974Z,lifecycle,True,MODE_BREAKDOWN,17,3
2025-09-18 18:00:00+00:00,JP-TK,590,2025-10-01T17:31:48.041Z,2025-09-18T01:41:04.455Z,lifecycle,True,MODE_BREAKDOWN,18,3
2025-09-18 19:00:00+00:00,JP-TK,591,2025-10-01T17:31:48.058Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,19,3
2025-09-18 20:00:00+00:00,JP-TK,591,2025-10-01T17:32:02.689Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,20,3
2025-09-18 21:00:00+00:00,JP-TK,577,2025-10-01T17:32:02.689Z,2025-09-18T01:41:18.526Z,lifecycle,True,MODE_BREAKDOWN,21,3
