datetime,zone,carbon,updatedAt,createdAt,emissionFactorType,isEstimated,estimationMethod,hour,dayofweek,month,is_weekend,hour_sin,hour_cos
2025-09-27 05:00:00+00:00,US-NW-PACW,340,2025-10-27T03:34:02.736Z,2025-09-24T05:11:00.512Z,lifecycle,False,,5,5,9,1,0.9659258262890683,0.25881904510252074
2025-09-27 06:00:00+00:00,US-NW-PACW,359,2025-10-27T03:33:46.927Z,2025-09-24T06:11:01.276Z,lifecycle,False,,6,5,9,1,1.0,6.123233995736766e-17
2025-09-27 07:00:00+00:00,US-NW-PACW,358,2025-10-27T03:33:46.927Z,2025-09-24T07:10:59.988Z,lifecycle,False,,7,5,9,1,0.9659258262890683,-0.25881904510252063
2025-09-27 08:00:00+00:00,US-NW-PACW,354,2025-10-27T03:34:02.736Z,2025-09-24T08:10:23.145Z,lifecycle,False,,8,5,9,1,0.8660254037844387,-0.4999999999999998
2025-09-27 09:00:00+00:00,US-NW-PACW,359,2025-10-27T03:34:18.368Z,2025-09-24T09:10:55.240Z,lifecycle,False,,9,5,9,1,0.7071067811865476,-0.7071067811865475
2025-09-27 10:00:00+00:00,US-NW-PACW,357,2025-10-27T03:34:18.368Z,2025-09-24T10:12:51.906Z,lifecycle,False,,10,5,9,1,0.49999999999999994,-0.8660254037844387
2025-09-27 11:00:00+00:00,US-NW-PACW,353,2025-10-27T03:33:52.088Z,2025-09-24T11:12:55.171Z,lifecycle,False,,11,5,9,1,0.258819045102521,-0.9659258262890682
2025-09-27 12:00:00+00:00,US-NW-PACW,339,2025-10-27T03:34:02.736Z,2025-09-24T12:10:14.313Z,lifecycle,False,,12,5,9,1,1.2246467991473532e-16,-1.0
2025-09-27 13:00:00+00:00,US-NW-PACW,338,2025-10-27T03:33:52.088Z,2025-09-24T13:13:05.999Z,lifecycle,False,,13,5,9,1,-0.2588190451025208,-0.9659258262890683
2025-09-27 14:00:00+00:00,US-NW-PACW,317,2025-10-27T03:34:18.368Z,2025-09-24T14:11:53.100Z,lifecycle,False,,14,5,9,1,-0.4999999999999997,-0.8660254037844388
2025-09-27 15:00:00+00:00,US-NW-PACW,274,2025-10-27T03:33:52.088Z,2025-09-24T15:10:33.279Z,lifecycle,False,,15,5,9,1,-0.7071067811865471,-0.7071067811865479
2025-09-27 16:00:00+00:00,US-NW-PACW,254,2025-10-27T03:34:18.368Z,2025-09-24T16:11:54.924Z,lifecycle,False,,16,5,9,1,-0.8660254037844385,-0.5000000000000004
2025-09-27 17:00:00+00:00,US-NW-PACW,257,2025-10-27T03:34:08.204Z,2025-09-24T17:11:05.245Z,lifecycle,False,,17,5,9,1,-0.9659258262890683,-0.25881904510252063
2025-09-27 18:00:00+00:00,US-NW-PACW,255,2025-10-27T03:33:52.088Z,2025-09-24T18:10:38.861Z,lifecycle,False,,18,5,9,1,-1.0,-1.8369701987210297e-16
2025-09-27 19:00:00+00:00,US-NW-PACW,255,2025-10-27T03:34:08.204Z,2025-09-24T19:11:48.095Z,lifecycle,False,,19,5,9,1,-0.9659258262890684,0.2588190451025203
2025-09-27 20:00:00+00:00,US-NW-PACW,252,2025-10-27T03:33:52.088Z,2025-09-24T20:11:01.009Z,lifecycle,False,,20,5,9,1,-0.8660254037844386,0.5000000000000001
2025-09-27 21:00:00+00:00,US-NW-PACW,245,2025-10-27T03:33:52.088Z,2025-09-24T21:11:08.783Z,lifecycle,False,,21,5,9,1,-0.7071067811865477,0.7071067811865474
2025-09-27 22:00:00+00:00,US-NW-PACW,234,2025-10-27T03:33:52.088Z,2025-09-24T22:11:33.771Z,lifecycle,False,,22,5,9,1,-0.5000000000000004,0.8660254037844384
2025-09-27 23:00:00+00:00,US-NW-PACW,235,2025-10-27T03:34:08.204Z,2025-09-24T23:11:34.518Z,lifecycle,False,,23,5,9,1,-0.25881904510252157,0.9659258262890681
2025-09-28 00:00:00+00:00,US-NW-PACW,253,2025-10-27T03:33:52.088Z,2025-09-25T00:10:08.550Z,lifecycle,False,,0,6,9,1,0.0,1.0
2025-09-28 01:00:00+00:00,US-NW-PACW,296,2025-10-27T03:33:52.088Z,2025-09-25T01:11:05.101Z,lifecycle,False,,1,6,9,1,0.25881904510252074,0.9659258262890683
2025-09-28 02:00:00+00:00,US-NW-PACW,305,2025-10-27T03:34:08.204Z,2025-09-25T02:10:24.303Z,lifecycle,False,,2,6,9,1,0.49999999999999994,0.8660254037844387
2025-09-28 03:00:00+00:00,US-NW-PACW,308,2025-10-12T00:18:08.937Z,2025-09-25T03:25:57.169Z,lifecycle,False,,3,6,9,1,0.7071067811865476,0.7071067811865476
2025-09-28 04:00:00+00:00,US-NW-PACW,316,2025-10-12T00:18:09.147Z,2025-09-25T04:26:24.086Z,lifecycle,False,,4,6,9,1,0.8660254037844386,0.5000000000000001
2025-09-28 05:00:00+00:00,US-NW-PACW,351,2025-10-12T00:18:09.147Z,2025-09-25T05:12:50.951Z,lifecycle,False,,5,6,9,1,0.9659258262890683,0.25881904510252074
2025-09-28 06:00:00+00:00,US-NW-PACW,350,2025-10-12T00:18:07.793Z,2025-09-25T06:11:06.531Z,lifecycle,False,,6,6,9,1,1.0,6.123233995736766e-17
2025-09-28 07:00:00+00:00,US-NW-PACW,377,2025-10-12T00:18:08.937Z,2025-09-25T07:12:15.398Z,lifecycle,False,,7,6,9,1,0.9659258262890683,-0.25881904510252063
2025-09-28 08:00:00+00:00,US-NW-PACW,370,2025-10-12T00:18:09.147Z,2025-09-25T08:11:20.067Z,lifecycle,False,,8,6,9,1,0.8660254037844387,-0.4999999999999998
2025-09-28 09:00:00+00:00,US-NW-PACW,382,2025-10-12T00:18:08.937Z,2025-09-25T09:12:29.962Z,lifecycle,False,,9,6,9,1,0.7071067811865476,-0.7071067811865475
2025-09-28 10:00:00+00:00,US-NW-PACW,386,2025-10-12T00:18:07.793Z,2025-09-25T10:10:46.540Z,lifecycle,False,,10,6,9,1,0.49999999999999994,-0.8660254037844387
2025-09-28 11:00:00+00:00,US-NW-PACW,384,2025-10-12T00:18:07.793Z,2025-09-25T11:10:48.998Z,lifecycle,False,,11,6,9,1,0.258819045102521,-0.9659258262890682
2025-09-28 12:00:00+00:00,US-NW-PACW,372,2025-10-12T00:18:07.793Z,2025-09-25T12:11:20.464Z,lifecycle,False,,12,6,9,1,1.2246467991473532e-16,-1.0
2025-09-28 13:00:00+00:00,US-NW-PACW,353,2025-10-12T00:18:08.937Z,2025-09-25T13:11:41.729Z,lifecycle,False,,13,6,9,1,-0.2588190451025208,-0.9659258262890683
2025-09-28 14:00:00+00:00,US-NW-PACW,323,2025-10-12T00:18:09.147Z,2025-09-25T14:11:01.148Z,lifecycle,False,,14,6,9,1,-0.4999999999999997,-0.8660254037844388
2025-09-28 15:00:00+00:00,US-NW-PACW,286,2025-10-01T08:24:37.708Z,2025-09-25T15:11:15.540Z,lifecycle,False,,15,6,9,1,-0.7071067811865471,-0.7071067811865479
2025-09-28 16:00:00+00:00,US-NW-PACW,260,2025-10-01T08:25:11.356Z,2025-09-25T16:11:10.366Z,lifecycle,False,,16,6,9,1,-0.8660254037844385,-0.5000000000000004
2025-09-28 17:00:00+00:00,US-NW-PACW,248,2025-10-01T08:24:52.019Z,2025-09-25T17:10:45.407Z,lifecycle,False,,17,6,9,1,-0.9659258262890683,-0.25881904510252063
2025-09-28 18:00:00+00:00,US-NW-PACW,252,2025-10-01T08:24:52.019Z,2025-09-25T18:10:45.133Z,lifecycle,False,,18,6,9,1,-1.0,-1.8369701987210297e-16
2025-09-28 19:00:00+00:00,US-NW-PACW,247,2025-10-17T00:15:33.291Z,2025-09-25T19:13:25.822Z,lifecycle,False,,19,6,9,1,-0.9659258262890684,0.2588190451025203
