datetime,carbon_norm,hour_sin,hour_cos,day_of_week,is_weekend,renewable_pct_norm,renewable_lag_1_norm,wind_norm,solar_norm,coal_norm,gas_norm,fossil_pct_norm,carbon_lag_1_norm,carbon_lag_24_norm
2024-11-20 17:00:00+00:00,0.9888641425389755,-0.9659258262890683,-0.25881904510252063,2,0,0.013513513513513514,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.9888641425389755,0.9888641425389755
2024-11-20 18:00:00+00:00,0.9910913140311803,-1.0,-1.8369701987210297e-16,2,0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.9888641425389755,0.9888641425389755
2024-11-20 19:00:00+00:00,0.9933184855233852,-0.9659258262890684,0.2588190451025203,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910913140311803,0.9888641425389755
2024-11-20 20:00:00+00:00,0.9955456570155901,-0.8660254037844386,0.5000000000000001,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933184855233852,0.9888641425389755
2024-11-20 21:00:00+00:00,0.9910913140311803,-0.7071067811865477,0.7071067811865474,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955456570155901,0.9888641425389755
2024-11-20 22:00:00+00:00,0.9510022271714922,-0.5000000000000004,0.8660254037844384,2,0,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.9910913140311803,0.9888641425389755
2024-11-20 23:00:00+00:00,0.8819599109131402,-0.25881904510252157,0.9659258262890681,2,0,0.12162162162162163,0.04054054054054054,0.0,0.0,0.0,0.0,0.0,0.9510022271714922,0.9888641425389755
2024-11-21 00:00:00+00:00,0.8240534521158129,0.0,1.0,3,0,0.17567567567567566,0.12162162162162163,0.0,0.0,0.0,0.0,0.0,0.8819599109131402,0.9888641425389755
2024-11-21 01:00:00+00:00,0.7505567928730512,0.25881904510252074,0.9659258262890683,3,0,0.24324324324324326,0.17567567567567566,0.0,0.0,0.0,0.0,0.0,0.8240534521158129,0.9888641425389755
2024-11-21 02:00:00+00:00,0.6904231625835189,0.49999999999999994,0.8660254037844387,3,0,0.31081081081081086,0.24324324324324326,0.0,0.0,0.0,0.0,0.0,0.7505567928730512,0.9888641425389755
2024-11-21 03:00:00+00:00,0.665924276169265,0.7071067811865476,0.7071067811865476,3,0,0.32432432432432434,0.31081081081081086,0.0,0.0,0.0,0.0,0.0,0.6904231625835189,0.9888641425389755
2024-11-21 04:00:00+00:00,0.7171492204899776,0.8660254037844386,0.5000000000000001,3,0,0.28378378378378377,0.32432432432432434,0.0,0.0,0.0,0.0,0.0,0.665924276169265,0.9888641425389755
2024-11-21 05:00:00+00:00,0.7951002227171491,0.9659258262890683,0.25881904510252074,3,0,0.20270270270270274,0.28378378378378377,0.0,0.0,0.0,0.0,0.0,0.7171492204899776,0.9888641425389755
2024-11-21 06:00:00+00:00,0.9064587973273941,1.0,6.123233995736766e-17,3,0,0.0945945945945946,0.20270270270270274,0.0,0.0,0.0,0.0,0.0,0.7951002227171491,0.9888641425389755
2024-11-21 07:00:00+00:00,0.9910913140311803,0.9659258262890683,-0.25881904510252063,3,0,0.0,0.0945945945945946,0.0,0.0,0.0,0.0,0.0,0.9064587973273941,0.9888641425389755
2024-11-21 08:00:00+00:00,0.9977728285077949,0.8660254037844387,-0.4999999999999998,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910913140311803,0.9888641425389755
2024-11-21 09:00:00+00:00,0.9977728285077949,0.7071067811865476,-0.7071067811865475,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977728285077949,0.9888641425389755
2024-11-21 10:00:00+00:00,0.9955456570155901,0.49999999999999994,-0.8660254037844387,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977728285077949,0.9888641425389755
2024-11-21 11:00:00+00:00,0.9933184855233852,0.258819045102521,-0.9659258262890682,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955456570155901,0.9888641425389755
2024-11-21 12:00:00+00:00,0.9933184855233852,1.2246467991473532e-16,-1.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933184855233852,0.9888641425389755
