datetime,carbon_norm,hour_sin,hour_cos,day_of_week,is_weekend,renewable_pct_norm,renewable_lag_1_norm,renewable_lag_24_norm,wind_norm,wind_lag_1_norm,wind_lag_6_norm,wind_lag_12_norm,wind_lag_24_norm,solar_norm,solar_lag_1_norm,solar_lag_12_norm,solar_lag_24_norm,coal_norm,gas_norm,fossil_pct_norm,carbon_lag_1_norm,carbon_lag_6_norm,carbon_lag_12_norm,carbon_lag_24_norm,carbon_lag_48_norm,carbon_rolling_mean_6_norm,carbon_rolling_mean_24_norm,carbon_rolling_std_24_norm,wind_rolling_mean_12_norm,wind_rolling_std_12_norm,renewable_rolling_mean_12_norm,carbon_diff_1_norm,carbon_diff_24_norm,wind_diff_1_norm,carbon_trend_up_24
2024-11-20 17:00:00+00:00,0.9888641425389755,-0.9659258262890683,-0.25881904510252063,2,0,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888844779674474,0.9904887714663144,0.0,0.0,0.0,0.019834710743801665,0.5118110236220472,0.5,0.0,0
2024-11-20 18:00:00+00:00,0.9910913140311803,-1.0,-1.8369701987210297e-16,2,0,0.0,0.013513513513513514,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9900754267566495,0.9936591809775432,0.003899243430932421,0.0,0.0,0.009917355371900832,0.515748031496063,0.5,0.0,1
2024-11-20 19:00:00+00:00,0.9933184855233852,-0.9659258262890684,0.2588190451025203,2,0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910913140311803,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9912663755458516,0.9968295904887716,0.005514362943018828,0.0,0.0,0.006611570247933907,0.515748031496063,0.5,0.0,1
2024-11-20 20:00:00+00:00,0.9955456570155901,-0.8660254037844386,0.5000000000000001,2,0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933184855233852,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9924573243350537,1.0,0.007119011947751747,0.0,0.0,0.004958677685950402,0.515748031496063,0.5,0.0,1
2024-11-20 21:00:00+00:00,0.9910913140311803,-0.7071067811865477,0.7071067811865474,2,0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955456570155901,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9922191345772132,0.9993659180977543,0.006287341112707419,0.0,0.0,0.003966942148760311,0.5039370078740157,0.5,0.0,0
2024-11-20 22:00:00+00:00,0.9510022271714922,-0.5000000000000004,0.8660254037844384,2,0,0.04054054054054054,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910913140311803,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9849146486701074,0.9799207397622198,0.04180260538231741,0.0,0.0,0.013223140495867758,0.4409448818897638,0.5,0.0,0
2024-11-20 23:00:00+00:00,0.8819599109131402,-0.25881904510252157,0.9659258262890681,2,0,0.12162162162162163,0.04054054054054054,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510022271714922,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9658594680428744,0.9379505567088127,0.10383582446228401,0.0,0.0,0.03683589138134594,0.38976377952755903,0.5,0.0,0
2024-11-21 00:00:00+00:00,0.8240534521158129,0.0,1.0,3,0,0.17567567567567566,0.12162162162162163,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8819599109131402,0.9910913140311803,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.9360857483128228,0.8858652575957731,0.16017437878285093,0.0,0.0,0.06446280991735537,0.4094488188976378,0.5,0.0,0
2024-11-21 01:00:00+00:00,0.7505567928730512,0.25881904510252074,0.9659258262890683,3,0,0.24324324324324326,0.17567567567567566,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8240534521158129,0.9933184855233852,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.8928146089718142,0.8221047996477324,0.2238775516339839,0.0,0.0,0.09696969696969701,0.38188976377952755,0.5,0.0,0
2024-11-21 02:00:00+00:00,0.6904231625835189,0.49999999999999994,0.8660254037844387,3,0,0.31081081081081086,0.24324324324324326,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7505567928730512,0.9955456570155901,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.8384279475982533,0.7539762219286663,0.28223448340403007,0.0,0.0,0.13289256198347107,0.405511811023622,0.5,0.0,0
2024-11-21 03:00:00+00:00,0.665924276169265,0.7071067811865476,0.7071067811865476,3,0,0.32432432432432434,0.31081081081081086,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904231625835189,0.9910913140311803,0.9888641425389755,0.9888641425389755,0.9888641425389755,0.7804684398570861,0.6918938393178817,0.3221110650608865,0.0,0.0,0.16408715251690462,0.468503937007874,0.5,0.0,0
