datetime,carbon_norm,hour_sin,hour_cos,day_of_week,is_weekend,renewable_pct_norm,renewable_lag_1_norm,renewable_lag_24_norm,wind_norm,wind_lag_1_norm,wind_lag_6_norm,wind_lag_12_norm,wind_lag_24_norm,solar_norm,solar_lag_1_norm,solar_lag_12_norm,solar_lag_24_norm,coal_norm,gas_norm,fossil_pct_norm,carbon_lag_1_norm,carbon_lag_6_norm,carbon_lag_12_norm,carbon_lag_24_norm,carbon_lag_48_norm,carbon_rolling_mean_6_norm,carbon_rolling_mean_24_norm,carbon_rolling_std_24_norm,wind_rolling_mean_12_norm,wind_rolling_std_12_norm,renewable_rolling_mean_12_norm,carbon_diff_1_norm,carbon_diff_24_norm,wind_diff_1_norm,carbon_trend_up_24
2024-11-20 17:00:00+00:00,0.5847457627118644,-0.9659258262890683,-0.25881904510252063,2,0,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.22389666307857903,0.17601315986241972,0.0,0.0,0.0,0.7625,0.5071982281284607,0.5051664753157291,0.0,0
2024-11-20 18:00:00+00:00,0.5711864406779661,-1.0,-1.8369701987210297e-16,2,0,0.358695652173913,0.34782608695652173,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.21097954790096862,0.16165694631374317,0.05938745592223324,0.0,0.0,0.775,0.49833887043189373,0.5051664753157291,0.0,0
2024-11-20 19:00:00+00:00,0.5661016949152543,-0.9659258262890684,0.2588190451025203,2,0,0.358695652173913,0.358695652173913,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5711864406779661,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.20344456404736277,0.15328248841034875,0.05969596426273781,0.0,0.0,0.7791666666666666,0.5038759689922481,0.5051664753157291,0.0,0
2024-11-20 20:00:00+00:00,0.5661016949152543,-0.8660254037844386,0.5000000000000001,2,0,0.3695652173913044,0.358695652173913,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5661016949152543,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.19967707212055963,0.1490952594586512,0.05455086154931197,0.0,0.0,0.7875,0.5071982281284607,0.5051664753157291,0.0,0
2024-11-20 21:00:00+00:00,0.5830508474576271,-0.7071067811865477,0.7071067811865474,2,0,0.34782608695652173,0.3695652173913044,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5661016949152543,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.203875134553283,0.15376102886197107,0.056241990188122065,0.0,0.0,0.7825,0.5182724252491695,0.5051664753157291,0.0,1
2024-11-20 22:00:00+00:00,0.6203389830508474,-0.5000000000000004,0.8660254037844384,2,0,0.31521739130434784,0.34782608695652173,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5830508474576271,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.2185145317545747,0.1700314042171378,0.12696745487269503,0.0,0.0,0.7666666666666666,0.53156146179402,0.5051664753157291,0.0,1
2024-11-20 23:00:00+00:00,0.6593220338983051,-0.25881904510252157,0.9659258262890681,2,0,0.29347826086956524,0.31521739130434784,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6203389830508474,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.24219590958019377,0.1934457048858127,0.21510270672093618,0.0,0.0,0.7482142857142857,0.5326688815060908,0.5051664753157291,0.0,1
2024-11-21 00:00:00+00:00,0.6661016949152543,0.0,1.0,3,0,0.29347826086956524,0.29347826086956524,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6593220338983051,0.5711864406779661,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.2723358449946178,0.2128009570809033,0.2555429531007367,0.0,0.0,0.734375,0.5116279069767442,0.5051664753157291,0.0,1
2024-11-21 01:00:00+00:00,0.6830508474576271,0.25881904510252074,0.9659258262890683,3,0,0.27173913043478265,0.29347826086956524,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6661016949152543,0.5661016949152543,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.3094725511302474,0.23184287921838398,0.29165260960576106,0.0,0.0,0.7180555555555556,0.5182724252491695,0.5051664753157291,0.0,1
2024-11-21 02:00:00+00:00,0.6728813559322034,0.49999999999999994,0.8660254037844387,3,0,0.28260869565217395,0.27173913043478265,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6830508474576271,0.5661016949152543,0.5847457627118644,0.5847457627118644,0.5847457627118644,0.3433799784714746,0.244922984896067,0.30041418497112155,0.0,0.0,0.7074999999999999,0.5005537098560354,0.5051664753157291,0.0,1
