Zone,MAE_Scaled,MAE_gCO2_kWh,MAPE_Robust,Train_Size,Val_Size,Test_Size
DE,0.3385269343852997,25.728042580947537,274.4400351864167,4356,2178,2179
US-MIDA-PJM,0.11111434549093246,4.000113953066215,24.901566867194074,4356,2178,2179
US-NW-PACW,0.2534164786338806,27.87582261317619,52.109906552611754,4356,2178,2179
IE,0.42488476634025574,47.587090098203205,48.045336493562516,4356,2178,2179
SG,0.08362607657909393,4.181304283311301,8.731553385503595,4356,2178,2179
BE,0.12800851464271545,10.752716711323542,23.931101385545425,4356,2178,2179
US-MIDW-MISO,0.4273758828639984,29.91631921467948,1408.4706923114243,4356,2178,2179
JP-TK,0.042572759091854095,9.366004837640695,4.312844837706904,4356,2178,2179
